match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5310194643574975,lgb,no,100,5,0.01,1.0,1.0,0.0,1.492237888168955,1.0,1.0,1.0,1.0,164.8,0.0
9262189,r1,36098,0.5224736857132155,lgb,no,100,5,0.01,1.375,0.24843811513095,0.6153846153846154,1.0176543092339931,1.1689314901051309,2.14,1.092247408955227,0.9782458757661464,157.46666666666667,6.5
9128776,r1,48334,0.5096164690618064,lgb,no,100,5,0.01,0.9333333333333332,-0.4306004188702332,0.8421052631578947,1.1661693233619148,0.9883604943159696,0.39,1.134951292316748,1.338436448567602,163.63333333333333,6.458333333333333
9586919,r1,36112,0.5637571475719537,lgb,no,100,5,0.01,1.0,0.3782075040095595,0.2857142857142857,0.720702245572583,1.0099455928849157,1.18,1.030708151844686,0.7985518705006035,137.26666666666668,6.708333333333333
9128538,r1,30414,0.5261668651065461,lgb,no,100,5,0.01,4.0,0.1698865611875013,2.375,1.6990160200290456,0.8472379456691229,1.0,0.91769801277323,1.0748021101517569,168.0,5.75
9516653,r1,30407,0.545335901531074,lgb,no,100,5,0.01,3.6,5.911102547797173,0.4,0.8622517135208424,1.1196178194738358,0.34,0.9530341195289596,0.647287577006669,174.1,6.5
9516534,r1,30414,0.564426336289837,lgb,no,100,5,0.01,0.75,-0.7276786336258194,0.6818181818181818,0.8913964875058213,1.0666367841155215,0.56,1.063467740199763,0.7172298945350962,179.26666666666668,6.7
9085474,r1,9701,0.5332844752939938,lgb,no,100,5,0.01,1.0,3.2807417935798986,3.2,1.49471208953852,1.346532677637401,1.17,1.048596381286629,0.8650892660500544,170.9,7.035714285714286
9433752,r1,7727,0.5404045766782837,lgb,no,100,5,0.01,1.0,5.229042712003472,2.4285714285714284,1.5129961481119474,1.165373661242713,1.64,0.8711792346112629,1.4300278035217795,168.53333333333333,5.966666666666667
9516359,r1,30428,0.513819876836647,lgb,no,100,5,0.01,1.0,0.6196560666827992,1.7272727272727273,1.430184864517038,0.8319218163322005,0.72,1.082704968318955,1.2543037714478475,157.9,5.5
9262133,r1,38814,0.5022148704276945,lgb,no,100,5,0.01,1.0,-1.7942060026113094,1.7142857142857142,1.1974138925191735,1.0390022353741002,0.47,0.9076945650806186,1.049521074632056,139.93333333333334,6.0
9782086,r1,202,0.5103097573270772,lgb,no,100,5,0.01,1.0,1.3498343007137843,1.5,2.537556382387637,0.9555535360164374,2.33,0.8758818391429954,1.1845999883172766,162.43333333333334,7.333333333333333
9271807,r1,47501,0.5168647714989558,lgb,no,100,5,0.01,1.5714285714285714,-0.0742980009466784,0.6,0.8050139501132866,0.8280380365436385,0.71,1.1010800878752112,1.3325853549332416,137.56666666666666,7.0
9644102,r1,48,0.5124458981311213,lgb,no,100,5,0.01,1.0,4.76666974447918,3.4,2.6690776671632506,0.8533890314316325,0.81,1.1467764254422017,1.6777566386568192,135.5,5.8
9256386,r1,188,0.5273027645420466,lgb,no,100,5,0.01,2.571428571428572,-0.065863826338951,0.4444444444444444,0.8225429558747066,1.0645081780851735,0.61,1.024864396857819,0.5283782935346225,142.03333333333333,6.233333333333333
9272773,r1,33921,0.511694996841966,lgb,no,100,5,0.01,4.0,0.0909636485410849,0.9090909090909092,0.8699520364089796,1.194855063489796,1.09,0.98922596801028,1.0780404593739683,143.23333333333332,6.25
9433850,r1,6698,0.5163369658183541,lgb,no,100,5,0.01,1.0,-0.1289354181916575,0.6666666666666666,1.3343340520769438,1.0496936665177865,1.17,1.015783931170437,0.7935737656703797,135.56666666666666,6.2
9615073,r1,41,0.5389215233171851,lgb,no,100,5,0.01,0.75,0.0163758631909201,0.9230769230769232,1.4511747663145398,1.183754925695342,0.8,1.1065567562696617,1.7667863014477632,130.06666666666666,6.7
9262035,r1,38814,0.5209918869010244,lgb,no,100,5,0.01,0.1111111111111111,-0.5896693887430087,0.4,0.7885397331328696,1.1237171427580002,1.54,1.1132059748146943,0.4409792759787234,144.46666666666667,6.533333333333333
9262252,r1,36070,0.5336331690443817,lgb,no,100,5,0.01,2.5,1.6507530232181662,0.8333333333333334,1.014845213051019,1.1543012100597752,2.36,0.9448243057535752,1.5247292259825649,156.06666666666666,7.142857142857143
9128363,r1,48334,0.5032001699525516,lgb,no,100,5,0.01,1.0,-0.8942629936337156,2.75,1.2407395447869316,1.132692139598468,1.0,0.969880183132572,1.134959630969892,151.4,6.066666666666666
9085292,r1,10576,0.5148906528203471,lgb,no,100,5,0.01,1.0,0.4862460637839452,0.75,0.8819325025766677,1.1279415046820145,1.15,0.8848237195059001,1.2302447869446964,154.63333333333333,6.6
9272444,r1,33942,0.5401557630207539,lgb,no,100,5,0.01,0.3529411764705882,-4.686561790017292,0.6363636363636364,0.9280511850881838,0.9344461492474524,2.21,0.957379779332171,0.9424654679521284,139.2,6.5
9457538,r1,42573,0.5612819869018595,lgb,no,100,5,0.01,1.5714285714285714,-2.52026242490748,0.7142857142857143,0.706216941626687,0.8660564801225893,0.61,1.042995634754105,1.562547542978853,143.4,6.3
9433108,r1,9701,0.5914391144561859,lgb,no,100,5,0.01,0.1538461538461538,-4.0449561781024,0.7142857142857143,0.5813845616868413,1.075678775554232,0.66,1.0429242853841652,0.8731783441723057,166.63333333333333,6.966666666666667
9516674,r1,30414,0.510369955476383,lgb,no,100,5,0.01,0.7142857142857143,-5.788723861339896,0.7,1.2118320443329826,0.8962905950724114,1.19,1.1424325663356258,1.429154600858444,166.63333333333333,6.545454545454546
