match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5088103014304757,cat,no,100,9,0.001,1.0,0.1854838709677419,0.0,0.0769230769230769,1.0,1.0,1.0,1.0,1.0,1.0
9262189,r1,36084,0.5012004111487942,cat,no,100,9,0.001,0.24843811513095,0.4275810844268383,0.6153846153846154,0.8603603603603603,2.4405940594059405,2.0,1.1090380761523042,1.092247408955227,0.86,1.375
9128776,r1,48334,0.5010755874955091,cat,no,100,9,0.001,-0.4306004188702332,0.9892566782810686,0.8421052631578947,1.2596153846153846,0.9620535714285714,1.0,0.803273456733838,1.134951292316748,0.55,0.9333333333333332
9586919,r1,36112,0.5061408714381628,cat,no,100,9,0.001,0.3782075040095595,0.4185117967332123,0.2857142857142857,0.6035242290748899,0.3720930232558139,0.625,0.514890514890515,1.030708151844686,1.18,1.0
9128538,r1,30414,0.5069683711409276,cat,no,100,9,0.001,0.1698865611875013,1.5169182717334722,2.375,2.1301369863013697,3.462121212121212,3.5,1.286046812362602,0.91769801277323,0.43,4.0
9516653,r1,30407,0.5056761331785298,cat,no,100,9,0.001,5.911102547797173,0.7604820913257512,0.4,0.7717391304347826,0.7054945054945055,1.1666666666666667,0.8216510761965305,0.9530341195289596,1.43,3.6
9516534,r1,36014,0.5002959621503346,cat,no,100,9,0.001,-0.7276786336258194,2.2008882815169115,0.6818181818181818,0.89,2.3614864864864864,2.5,0.9845580817878482,1.063467740199763,0.25,0.75
9085474,r1,9701,0.5099388097436783,cat,no,100,9,0.001,3.2807417935798986,2.731274131274131,3.2,2.0847457627118646,1.0,1.0,0.924991888623426,1.048596381286629,1.88,1.0
9433752,r1,7727,0.5050071608171147,cat,no,100,9,0.001,5.229042712003472,4.812776723592663,2.4285714285714284,1.605095541401274,1.0,1.0,0.934010152284264,0.8711792346112629,2.86,1.0
9516359,r1,30428,0.5037333105757622,cat,no,100,9,0.001,0.6196560666827992,0.9837731811697576,1.7272727272727273,1.4477611940298507,0.7053140096618358,0.7142857142857143,1.1847254836184724,1.082704968318955,6.72,1.0
9262133,r1,36098,0.5024607041768223,cat,no,100,9,0.001,-1.7942060026113094,1.4314882032667875,1.7142857142857142,1.3190184049079754,1.0978260869565215,1.0,1.1888106722287402,0.9076945650806186,4.67,1.0
9782086,r1,202,0.5045423988649304,cat,no,100,9,0.001,1.3498343007137843,2.4913151364764268,1.5,4.0,1.0,1.0,0.8679999999999999,0.8758818391429954,3.11,1.0
9271807,r1,47501,0.507520698006968,cat,no,100,9,0.001,-0.0742980009466784,1.3751387347391786,0.6,0.92,0.3141592920353982,0.5714285714285714,0.8377358490566038,1.1010800878752112,0.3,1.5714285714285714
9644102,r1,48,0.5011746662142988,cat,no,100,9,0.001,4.76666974447918,5.615030674846626,3.4,4.830188679245283,2.8762886597938144,5.0,1.3751495016611297,1.1467764254422017,0.82,1.0
9256386,r1,62,0.5051948926359725,cat,no,100,9,0.001,-0.065863826338951,0.0844379639448568,0.4444444444444444,0.6161137440758294,0.9136125654450262,1.1666666666666667,1.046831955922865,1.024864396857819,0.61,2.571428571428572
9272773,r1,33963,0.5029631129444307,cat,no,100,9,0.001,0.0909636485410849,0.8852639296187683,0.9090909090909092,1.0266666666666666,0.6109422492401215,1.0,1.0760937530531294,0.98922596801028,1.21,4.0
9433850,r1,6698,0.5016714334175277,cat,no,100,9,0.001,-0.1289354181916575,1.0860776002608412,0.6666666666666666,1.0609137055837563,1.0,1.0,0.8976681051074776,1.015783931170437,1.17,1.0
9615073,r1,20,0.5028396038842367,cat,no,100,9,0.001,0.0163758631909201,0.4873586683417085,0.9230769230769232,1.2158273381294964,0.904225352112676,1.75,1.136363636363637,1.1065567562696617,0.74,0.75
9262035,r1,36070,0.5048671601295687,cat,no,100,9,0.001,-0.5896693887430087,1.0566143497757847,0.4,0.6951871657754011,0.4901315789473684,0.6,0.6726606726606726,1.1132059748146943,0.38,0.1111111111111111
9262252,r1,36098,0.5005424330859626,cat,no,100,9,0.001,1.6507530232181662,0.4299695519791213,0.8333333333333334,0.9465020576131687,1.4035087719298245,1.3333333333333333,1.1708655245773147,0.9448243057535752,0.81,2.5
9128363,r1,48334,0.5013408971732399,cat,no,100,9,0.001,-0.8942629936337156,1.0562047857540344,2.75,1.5320512820512822,1.947368421052632,1.75,0.7535540312158266,0.969880183132572,1.0,1.0
9085292,r1,10366,0.505150757288449,cat,no,100,9,0.001,0.4862460637839452,2.077438570364855,0.75,0.9404761904761904,0.9457627118644067,1.0,0.944835680751174,0.8848237195059001,1.51,1.0
9272444,r1,33942,0.5111163691653191,cat,no,100,9,0.001,-4.686561790017292,0.5365682137834037,0.6363636363636364,0.7556818181818182,0.3963414634146341,0.6,0.9773504938175592,0.957379779332171,1.47,0.3529411764705882
9457538,r1,42573,0.5134758156491299,cat,no,100,9,0.001,-2.52026242490748,0.5127551020408163,0.7142857142857143,0.9262295081967212,0.8805970149253731,0.6,0.9771746193089343,1.042995634754105,1.22,1.5714285714285714
9433108,r1,9701,0.5161026957722092,cat,no,100,9,0.001,-4.0449561781024,0.1819989155973251,0.7142857142857143,0.585,0.4059405940594059,1.0,0.6340213654972543,1.0429242853841652,0.39,0.1538461538461538
9516674,r1,30414,0.5007894743233794,cat,no,100,9,0.001,-5.788723861339896,2.1224689745264533,0.7,0.9796610169491524,1.172680412371134,1.2,1.4527385159010602,1.1424325663356258,0.66,0.7142857142857143
9684506,r1,12389,0.5122563349039555,cat,no,100,9,0.001,-4.926301052442724,0.034618410700236,0.0,1.0,1.0,1.0,1.0,0.6801130071921897,1.0,1.0
9167927,r1,209,0.5060052283384917,cat,no,100,9,0.001,14.274619036558446,18.60606060606061,2.0,12.5,1.0,1.0,1.4768518518518516,1.0410042579829315,1.0,1.0
9433885,r1,8987,0.5014989469503922,cat,no,100,9,0.001,-0.0182234280511788,0.913289760348584,0.9090909090909092,0.8051470588235294,3.5675675675675675,4.0,0.7720364741641338,0.9064753451305922,1.06,0.8
9433899,r1,7727,0.5089051699420398,cat,no,100,9,0.001,0.0982234487090913,1.5593118623724744,1.0,0.8561643835616438,2.177419354838709,3.0,0.9018153425727116,0.8403651554305063,1.8,1.0
