match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5171542781196243,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,1.0,0.0,0.0,1.0,0.1854838709677419,0.0769230769230769,1.0,1.0,161.2,1.492237888168955
9262189,r1,36098,0.5047511793526667,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.24843811513095,0.6153846153846154,143.06666666666666,1.375,0.4275810844268383,0.8603603603603603,2.4405940594059405,2.0,135.06666666666666,1.0176543092339931
9128776,r1,48334,0.5101809154214136,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.4306004188702332,0.8421052631578947,166.06666666666666,0.9333333333333332,0.9892566782810686,1.2596153846153846,0.9620535714285714,1.0,154.33333333333334,1.1661693233619148
9586919,r1,36112,0.5215871066920408,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.3782075040095595,0.2857142857142857,146.83333333333334,1.0,0.4185117967332123,0.6035242290748899,0.3720930232558139,0.625,140.53333333333333,0.720702245572583
9128538,r1,30414,0.5140139067644286,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.1698865611875013,2.375,169.7,4.0,1.5169182717334722,2.1301369863013697,3.462121212121212,3.5,163.4,1.6990160200290456
9516653,r1,30407,0.512256007311899,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,5.911102547797173,0.4,172.4,3.6,0.7604820913257512,0.7717391304347826,0.7054945054945055,1.1666666666666667,166.6,0.8622517135208424
9516534,r1,36014,0.5073857495413642,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.7276786336258194,0.6818181818181818,176.46666666666667,0.75,2.2008882815169115,0.89,2.3614864864864864,2.5,168.13333333333333,0.8913964875058213
9085474,r1,9701,0.5089139247795456,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,3.2807417935798986,3.2,173.2,1.0,2.731274131274131,2.0847457627118646,1.0,1.0,168.0,1.49471208953852
9433752,r1,7727,0.5076982989111474,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,5.229042712003472,2.4285714285714284,166.33333333333334,1.0,4.812776723592663,1.605095541401274,1.0,1.0,155.53333333333333,1.5129961481119474
9516359,r1,30428,0.5037649528796332,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.6196560666827992,1.7272727272727273,164.83333333333334,1.0,0.9837731811697576,1.4477611940298507,0.7053140096618358,0.7142857142857143,162.53333333333333,1.430184864517038
9262133,r1,38814,0.5005084653632057,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-1.7942060026113094,1.7142857142857142,152.26666666666668,1.0,1.4314882032667875,1.3190184049079754,1.0978260869565215,1.0,135.73333333333332,1.1974138925191735
9782086,r1,202,0.5088831261057424,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,1.3498343007137843,1.5,142.25,1.0,2.4913151364764268,4.0,1.0,1.0,150.4,2.537556382387637
9271807,r1,47501,0.5137832729435727,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.0742980009466784,0.6,140.0,1.5714285714285714,1.3751387347391786,0.92,0.3141592920353982,0.5714285714285714,124.93333333333334,0.8050139501132866
9644102,r1,48,0.5022664032738832,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,4.76666974447918,3.4,145.83333333333334,1.0,5.615030674846626,4.830188679245283,2.8762886597938144,5.0,142.4,2.6690776671632506
9256386,r1,188,0.5017132610766731,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.065863826338951,0.4444444444444444,143.5,2.571428571428572,0.0844379639448568,0.6161137440758294,0.9136125654450262,1.1666666666666667,159.26666666666668,0.8225429558747066
9272773,r1,33921,0.5052687213258458,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.0909636485410849,0.9090909090909092,137.9,4.0,0.8852639296187683,1.0266666666666666,0.6109422492401215,1.0,138.93333333333334,0.8699520364089796
9433850,r1,6698,0.5056543237057873,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.1289354181916575,0.6666666666666666,176.03333333333333,1.0,1.0860776002608412,1.0609137055837563,1.0,1.0,160.86666666666667,1.3343340520769438
9615073,r1,41,0.5086065253313078,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.0163758631909201,0.9230769230769232,167.1,0.75,0.4873586683417085,1.2158273381294964,0.904225352112676,1.75,134.73333333333332,1.4511747663145398
9262035,r1,38814,0.5037193361917037,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.5896693887430087,0.4,158.66666666666666,0.1111111111111111,1.0566143497757847,0.6951871657754011,0.4901315789473684,0.6,137.73333333333332,0.7885397331328696
9262252,r1,36070,0.5085558330401467,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,1.6507530232181662,0.8333333333333334,146.83333333333334,2.5,0.4299695519791213,0.9465020576131687,1.4035087719298245,1.3333333333333333,147.86666666666667,1.014845213051019
9128363,r1,48334,0.5053796548846582,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.8942629936337156,2.75,162.9,1.0,1.0562047857540344,1.5320512820512822,1.947368421052632,1.75,140.53333333333333,1.2407395447869316
9085292,r1,10366,0.5043518376099504,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.4862460637839452,0.75,157.43333333333334,1.0,2.077438570364855,0.9404761904761904,0.9457627118644067,1.0,158.2,0.8819325025766677
9272444,r1,33942,0.5227469215103961,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-4.686561790017292,0.6363636363636364,153.63333333333333,0.3529411764705882,0.5365682137834037,0.7556818181818182,0.3963414634146341,0.6,131.0,0.9280511850881838
9457538,r1,42573,0.5273383975923076,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-2.52026242490748,0.7142857142857143,161.8,1.5714285714285714,0.5127551020408163,0.9262295081967212,0.8805970149253731,0.6,134.4,0.706216941626687
9433108,r1,9701,0.5303875108546716,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-4.0449561781024,0.7142857142857143,157.46666666666667,0.1538461538461538,0.1819989155973251,0.585,0.4059405940594059,1.0,149.93333333333334,0.5813845616868413
9516674,r1,30414,0.5123977303846821,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-5.788723861339896,0.7,172.8,0.7142857142857143,2.1224689745264533,0.9796610169491524,1.172680412371134,1.2,165.73333333333332,1.2118320443329826
9684506,r1,12389,0.5229717992891816,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-4.926301052442724,0.0,149.2,1.0,0.034618410700236,1.0,1.0,1.0,123.4,1.0
9167927,r1,209,0.5041954041906002,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,14.274619036558446,2.0,127.5,1.0,18.60606060606061,12.5,1.0,1.0,147.33333333333334,5.678123218430202
9433885,r1,8987,0.5033426893331999,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.0182234280511788,0.9090909090909092,172.86666666666667,0.8,0.913289760348584,0.8051470588235294,3.5675675675675675,4.0,160.2,0.6869876654281705
9433899,r1,7727,0.5088400832409269,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.0982234487090913,1.0,168.6,1.0,1.5593118623724744,0.8561643835616438,2.177419354838709,3.0,160.73333333333332,0.8273124209080811
9087147,r1,76,0.5158282495659676,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-0.1382960198212133,0.8,140.16666666666666,2.2222222222222223,0.6454873646209386,0.91156462585034,0.7,0.875,135.46666666666667,1.1356256294350306
9457664,r1,47529,0.512290171200802,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,1.657460853344294,2.0,152.63333333333333,1.0,1.2509738452977184,2.020618556701031,2.347107438016529,1.0,141.86666666666667,1.8230176326009884
9097395,r1,23750,0.5270944810493702,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,4.581407143140639,3.0,141.56666666666666,1.8,2.9328358208955225,5.307692307692308,1.0,1.0,134.46666666666667,4.554679384090664
9271800,r1,47480,0.5035754510418149,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.2742807048984175,1.1428571428571428,140.0,1.0,1.0815173527037931,0.9420289855072465,1.3380281690140845,1.0,124.4,1.123285481546913
9087042,r1,48,0.5003276975147409,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.4679765589394211,1.0555555555555556,0.0,0.3333333333333333,0.6602960969044415,0.8732876712328768,0.655831739961759,0.625,128.33333333333334,0.9065350771307216
9457510,r1,47529,0.5077572422518688,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,2.4964946917550828,2.2,160.73333333333332,0.8181818181818182,2.8428390367553864,1.806451612903225,3.067796610169492,2.0,151.73333333333332,1.7350266570028352
9085040,r1,9967,0.5120651701122496,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,-1.344467881345824,0.8333333333333334,153.86666666666667,0.8571428571428571,1.8388888888888888,0.8706896551724138,1.924731182795699,1.5,153.2,0.8388591194581932
9085418,r1,10576,0.5033620958131299,xgb;cat;lgb,yes,500;100;100,3;9;7,0.001;0.001;0.001,0.315371059023211,1.2222222222222223,163.43333333333334,4.0,0.4149195514383227,1.0620689655172413,46.625,6.0,157.8,0.9208936682927144
