match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5084865246943735,lgb,no,100,7,0.001,0.0,1.0,1.0,0.0,1.492237888168955,161.2,0.1854838709677419,1.0,1.0,1.0
9262189,r1,36098,0.5059746351179728,lgb,no,100,7,0.001,143.06666666666666,0.24843811513095,1.375,0.6153846153846154,1.0176543092339931,135.06666666666666,0.4275810844268383,2.0,3.004418262150221,0.7184466019417476
9128776,r1,48334,0.5038389198523348,lgb,no,100,7,0.001,166.06666666666666,-0.4306004188702332,0.9333333333333332,0.8421052631578947,1.1661693233619148,154.33333333333334,0.9892566782810686,1.0,1.0459707950243375,0.5670731707317073
9586919,r1,36112,0.5084354835042926,lgb,no,100,7,0.001,146.83333333333334,0.3782075040095595,1.0,0.2857142857142857,0.720702245572583,140.53333333333333,0.4185117967332123,0.625,3.0405063291139243,0.5178571428571429
9128538,r1,30414,0.5020738336189107,lgb,no,100,7,0.001,169.7,0.1698865611875013,4.0,2.375,1.6990160200290456,163.4,1.5169182717334722,3.5,1.845829823083404,1.7403846153846154
9516653,r1,30407,0.5037640531973224,lgb,no,100,7,0.001,172.4,5.911102547797173,3.6,0.4,0.8622517135208424,166.6,0.7604820913257512,1.1666666666666667,1.4924242424242424,5.133333333333334
9516534,r1,36014,0.500710459065921,lgb,no,100,7,0.001,176.46666666666667,-0.7276786336258194,0.75,0.6818181818181818,0.8913964875058213,168.13333333333333,2.2008882815169115,2.5,0.1878009630818619,0.8026315789473685
9085474,r1,9701,0.5019475201636534,lgb,no,100,7,0.001,173.2,3.2807417935798986,1.0,3.2,1.49471208953852,168.0,2.731274131274131,1.0,1.0731504571903574,4.774193548387097
9433752,r1,7727,0.5031506331216801,lgb,no,100,7,0.001,166.33333333333334,5.229042712003472,1.0,2.4285714285714284,1.5129961481119474,155.53333333333333,4.812776723592663,1.0,0.8080593849416755,12.857142857142858
9516359,r1,30428,0.5001984074800988,lgb,no,100,7,0.001,164.83333333333334,0.6196560666827992,1.0,1.7272727272727273,1.430184864517038,162.53333333333333,0.9837731811697576,0.7142857142857143,2.980963045912654,1.008849557522124
9262133,r1,36098,0.5016443928976233,lgb,no,100,7,0.001,152.26666666666668,-1.7942060026113094,1.0,1.7142857142857142,1.1974138925191735,135.73333333333332,1.4314882032667875,1.0,0.3159156279961649,0.5546875
9782086,r1,202,0.5023157339917865,lgb,no,100,7,0.001,142.25,1.3498343007137843,1.0,1.5,2.537556382387637,150.4,2.4913151364764268,1.0,7.0,8.0
9271807,r1,47501,0.5073266903847551,lgb,no,100,7,0.001,140.0,-0.0742980009466784,1.5714285714285714,0.6,0.8050139501132866,124.93333333333334,1.3751387347391786,0.5714285714285714,0.7567370721048798,1.174757281553398
9644102,r1,48,0.5009518374801839,lgb,no,100,7,0.001,145.83333333333334,4.76666974447918,1.0,3.4,2.6690776671632506,142.4,5.615030674846626,5.0,1.0,3.4081632653061225
9256386,r1,188,0.5063431316193181,lgb,no,100,7,0.001,143.5,-0.065863826338951,2.571428571428572,0.4444444444444444,0.8225429558747066,159.26666666666668,0.0844379639448568,1.1666666666666667,1.8044739022369511,0.7678571428571429
