match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5987583408393031,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.0,0.0,1.0,161.2,1.0,1.0,1.0,1.0,0.0,1.0
9262189,r1,36098,0.5554396310579048,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.6153846153846154,143.06666666666666,0.86,135.06666666666666,0.9644082043286348,0.83,0.9060055058819766,1.5,151.28571428571428,2.14
9128776,r1,48334,0.5747491134188143,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.8421052631578947,166.06666666666666,0.55,154.33333333333334,0.9296596943873714,0.66,0.9161188213633448,0.9166666666666666,171.06666666666666,0.39
9586919,r1,36112,0.5188529396239918,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.2857142857142857,146.83333333333334,1.18,140.53333333333333,1.07384437596302,2.5,0.9875711972738184,1.25,166.0,1.18
9128538,r1,30414,0.5135479815932208,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,2.375,169.7,0.43,163.4,1.095977783203125,0.88,0.9891940888854768,1.0,169.93333333333334,1.0
9516653,r1,30435,0.5576163230329507,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.4,172.4,1.43,166.6,0.957173141085426,1.11,0.981324246104604,0.9942857142857144,177.06666666666666,0.34
9516534,r1,30414,0.5117038791337678,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.6818181818181818,176.46666666666667,0.25,168.13333333333333,0.8097185863874345,0.38,0.9291397963391416,1.4959349593495936,183.46666666666667,0.56
9085474,r1,9701,0.5644706279893494,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,3.2,173.2,1.88,168.0,0.8136007827788649,0.96,1.161290465515699,1.0448979591836736,163.06666666666666,1.17
9433752,r1,7727,0.5596523014473899,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,2.4285714285714284,166.33333333333334,2.86,155.53333333333333,0.978048091194643,1.91,0.9354558967299816,1.105990783410138,167.0,1.64
9516359,r1,30428,0.5307001191949524,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,1.7272727272727273,164.83333333333334,6.72,162.53333333333333,1.2863270727846638,1.11,1.1976219154522487,0.717391304347826,171.06666666666666,0.72
9262133,r1,36098,0.5821771498649225,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,1.7142857142857142,152.26666666666668,4.67,135.73333333333332,1.1190086309828404,0.7,1.201619047130997,0.875,168.8,0.47
9782086,r1,202,0.622105395000124,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,1.5,142.25,3.11,150.4,1.2173271647118276,0.86,1.188006562770635,1.0,157.33333333333334,2.33
9271807,r1,47501,0.593612401900178,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.6,140.0,0.3,124.93333333333334,0.7896460298420259,0.89,0.7822925991977598,0.6666666666666666,158.2,0.71
9644102,r1,202,0.5314722859432714,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,3.4,145.83333333333334,0.82,142.4,1.0006600299356827,1.05,1.095747228736205,0.859375,176.06666666666666,0.81
9256386,r1,62,0.5912022705537412,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.4444444444444444,143.5,0.61,159.26666666666668,0.8692321362488775,0.17,0.8341393841503644,1.020253164556962,140.53333333333333,0.61
9272773,r1,33963,0.532244498356377,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.9090909090909092,137.9,1.21,138.93333333333334,0.9412770593861718,1.12,0.9043202754655818,1.0666666666666669,155.13333333333333,1.09
9433850,r1,6698,0.5011210536133628,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.6666666666666666,176.03333333333333,1.17,160.86666666666667,0.8398608913797143,1.1,0.9587242407610912,1.1202185792349726,178.46666666666667,1.17
9615073,r1,20,0.518402013030965,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.9230769230769232,167.1,0.74,134.73333333333332,0.9469199302922996,0.79,0.9556465303364996,0.791304347826087,169.6,0.8
9262035,r1,36070,0.5097119535451391,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.4,158.66666666666666,0.38,137.73333333333332,1.1696713489775186,3.33,1.0008002845512904,0.7142857142857143,165.3846153846154,1.54
9262252,r1,36070,0.5134223299540785,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.8333333333333334,146.83333333333334,0.81,147.86666666666667,0.881715479340762,0.53,0.9033155389826948,1.5,152.33333333333334,2.36
9128363,r1,48334,0.5270409531995525,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,2.75,162.9,1.0,140.53333333333333,1.0,1.0,1.0,1.0,0.0,1.0
9085292,r1,10366,0.5543080711877358,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.75,157.43333333333334,1.51,158.2,0.9054464443594582,2.1,1.1473913186151712,0.7826086956521738,160.66666666666666,1.15
9272444,r1,33942,0.5569417584892009,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.6363636363636364,153.63333333333333,1.47,131.0,0.9323512379294912,1.14,1.0038695385133816,1.0666666666666669,160.8,2.21
9457538,r1,42573,0.5371818537604061,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.7142857142857143,161.8,1.22,134.4,0.7820246681617067,1.0,1.0348831505113296,0.7407407407407407,153.88888888888889,0.61
9433108,r1,9701,0.5845101156951922,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.7142857142857143,157.46666666666667,0.39,149.93333333333334,1.1355022608179552,0.71,0.8691482137032367,0.935064935064935,159.4,0.66
9516674,r1,30435,0.6124479153535198,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.7,172.8,0.66,165.73333333333332,0.7820473226302636,2.0,0.9159755179088096,1.1382113821138211,167.0,1.19
9684506,r1,12389,0.5073431139361093,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,0.0,149.2,1.0,123.4,0.6892325568527639,1.0,0.8734723668069384,1.0,143.75,1.0
9167927,r1,209,0.5571755710034506,xgb;cat;lgb,yes,100;100;100,11;10;7,0.01;0.01;0.01,2.0,127.5,1.0,147.33333333333334,0.5947570947570947,1.0,0.9141871692267975,1.0,141.88888888888889,1.0
