match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.5047888272067214,cat,no,100,8,0.001,1.0,0.0,1.0,1.0,0.0769230769230769,1.0,1.0,0.0196078431372549,7.4,1.492237888168955
9262189,r1,36084,0.5024571389838228,cat,no,100,8,0.001,0.24843811513095,0.6153846153846154,2.4405940594059405,0.86,0.8603603603603603,1.375,1.1090380761523042,0.3442622950819672,6.066666666666666,1.0176543092339931
9128776,r1,48334,0.5057135409492284,cat,no,100,8,0.001,-0.4306004188702332,0.8421052631578947,0.9620535714285714,0.55,1.2596153846153846,0.9333333333333332,0.803273456733838,0.7530864197530864,6.866666666666666,1.1661693233619148
9586919,r1,36112,0.5076539115501308,cat,no,100,8,0.001,0.3782075040095595,0.2857142857142857,0.3720930232558139,1.18,0.6035242290748899,1.0,0.514890514890515,1.4878048780487805,5.8,0.720702245572583
9128538,r1,30414,0.5082246686753668,cat,no,100,8,0.001,0.1698865611875013,2.375,3.462121212121212,0.43,2.1301369863013697,4.0,1.286046812362602,0.3103295404167282,6.0,1.6990160200290456
9516653,r1,30407,0.501382796529497,cat,no,100,8,0.001,5.911102547797173,0.4,0.7054945054945055,1.43,0.7717391304347826,3.6,0.8216510761965305,0.6721311475409836,7.333333333333333,0.8622517135208424
9516534,r1,36014,0.5023877239586044,cat,no,100,8,0.001,-0.7276786336258194,0.6818181818181818,2.3614864864864864,0.25,0.89,0.75,0.9845580817878482,0.3442622950819672,7.4,0.8913964875058213
9085474,r1,9701,0.5097849827377275,cat,no,100,8,0.001,3.2807417935798986,3.2,1.0,1.88,2.0847457627118646,1.0,0.924991888623426,0.6039603960396039,7.266666666666667,1.49471208953852
9433752,r1,7727,0.5087280286315726,cat,no,100,8,0.001,5.229042712003472,2.4285714285714284,1.0,2.86,1.605095541401274,1.0,0.934010152284264,2.9047619047619047,6.466666666666667,1.5129961481119474
9516359,r1,30428,0.5057305579920208,cat,no,100,8,0.001,0.6196560666827992,1.7272727272727273,0.7053140096618358,6.72,1.4477611940298507,1.0,1.1847254836184724,21.0,7.4,1.430184864517038
9262133,r1,36098,0.50523024712923,cat,no,100,8,0.001,-1.7942060026113094,1.7142857142857142,1.0978260869565215,4.67,1.3190184049079754,1.0,1.1888106722287402,1.4878048780487805,5.8,1.1974138925191735
9782086,r1,202,0.5060192785605855,cat,no,100,8,0.001,1.3498343007137843,1.5,1.0,3.11,4.0,1.0,0.8679999999999999,1.9523809523809523,5.933333333333334,2.537556382387637
9271807,r1,47501,0.5104430798099278,cat,no,100,8,0.001,-0.0742980009466784,0.6,0.3141592920353982,0.3,0.92,1.5714285714285714,0.8377358490566038,0.5061728395061729,6.333333333333333,0.8050139501132866
9644102,r1,48,0.5030142653928266,cat,no,100,8,0.001,4.76666974447918,3.4,2.8762886597938144,0.82,4.830188679245283,1.0,1.3751495016611297,1.4878048780487805,5.533333333333333,2.6690776671632506
9256386,r1,62,0.5039245635061009,cat,no,100,8,0.001,-0.065863826338951,0.4444444444444444,0.9136125654450262,0.61,0.6161137440758294,2.571428571428572,1.046831955922865,0.024390243902439,5.266666666666667,0.8225429558747066
9272773,r1,33921,0.5035165482932454,cat,no,100,8,0.001,0.0909636485410849,0.9090909090909092,0.6109422492401215,1.21,1.0266666666666666,4.0,1.0760937530531294,2.9047619047619047,6.133333333333334,0.8699520364089796
9433850,r1,6698,0.5021875738862704,cat,no,100,8,0.001,-0.1289354181916575,0.6666666666666666,1.0,1.17,1.0609137055837563,1.0,0.8976681051074776,1.0,6.6,1.3343340520769438
