match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9250275,r1,90,0.6088944910935361,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.0,161.2,1.0,0.0,1.0,1.0,1.0,1.0,1.492237888168955,1.0
9262189,r1,36084,0.5687393506143926,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.6153846153846154,135.06666666666666,2.4405940594059405,143.06666666666666,0.86,1.375,0.9794469293695468,1.092247408955227,1.0176543092339931,2.0
9128776,r1,48334,0.6204368569537451,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.8421052631578947,154.33333333333334,0.9620535714285714,166.06666666666666,0.55,0.9333333333333332,0.8024517684887459,1.134951292316748,1.1661693233619148,1.0
9586919,r1,36112,0.6352055021417302,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.2857142857142857,140.53333333333333,0.3720930232558139,146.83333333333334,1.18,1.0,1.0079009182148195,1.030708151844686,0.720702245572583,0.625
9128538,r1,30414,0.5218453066199418,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,2.375,163.4,3.462121212121212,169.7,0.43,4.0,1.029076186970924,0.91769801277323,1.6990160200290456,3.5
9516653,r1,30407,0.5493629398607247,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.4,166.6,0.7054945054945055,172.4,1.43,3.6,1.2032384274535688,0.9530341195289596,0.8622517135208424,1.1666666666666667
9516534,r1,36014,0.5717368445786813,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.6818181818181818,168.13333333333333,2.3614864864864864,176.46666666666667,0.25,0.75,0.9435215946843852,1.063467740199763,0.8913964875058213,2.5
9085474,r1,9701,0.5709354363647702,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,3.2,168.0,1.0,173.2,1.88,1.0,1.3729065176990665,1.048596381286629,1.49471208953852,1.0
9433752,r1,7727,0.5514199176647915,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,2.4285714285714284,155.53333333333333,1.0,166.33333333333334,2.86,1.0,1.544753086419753,0.8711792346112629,1.5129961481119474,1.0
9516359,r1,30428,0.535219118352917,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,1.7272727272727273,162.53333333333333,0.7053140096618358,164.83333333333334,6.72,1.0,0.7733224222585926,1.082704968318955,1.430184864517038,0.7142857142857143
9262133,r1,36098,0.5910631866516158,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,1.7142857142857142,135.73333333333332,1.0978260869565215,152.26666666666668,4.67,1.0,1.0000772379701863,0.9076945650806186,1.1974138925191735,1.0
9782086,r1,202,0.5663116035924711,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,1.5,150.4,1.0,142.25,3.11,1.0,1.6412341443787983,0.8758818391429954,2.537556382387637,1.0
9271807,r1,47501,0.6784539762328239,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,0.6,124.93333333333334,0.3141592920353982,140.0,0.3,1.5714285714285714,0.6055900380469738,1.1010800878752112,0.8050139501132866,0.5714285714285714
9644102,r1,202,0.5724831292005115,xgb;cat;lgb,yes,300;100;100,9;9;7,0.01;0.01;0.01,3.4,142.4,2.8762886597938144,145.83333333333334,0.82,1.0,0.6548326133909288,1.1467764254422017,2.6690776671632506,5.0
